34, Private, 120461, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
24, Private, 119156, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 391114, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 60, United-States, <=50K
27, Private, 252506, Some-college, 10, Divorced, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K
34, State-gov, 117503, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 20, Italy, <=50K
25, State-gov, 117833, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 19, United-States, <=50K
39, Private, 294183, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
28, Private, 394927, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
51, Self-emp-not-inc, 259323, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 70, United-States, <=50K
21, ?, 207988, HS-grad, 9, Married-civ-spouse, ?, Other-relative, White, Female, 0, 0, 35, United-States, <=50K
33, Private, 96635, Some-college, 10, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 26, South, <=50K
27, Private, 192283, Assoc-voc, 11, Never-married, Handlers-cleaners, Own-child, White, Female, 0, 0, 38, United-States, <=50K
29, Private, 214881, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
33, State-gov, 167474, 10th, 6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 110713, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
20, Private, 201204, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 197666, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
29, Private, 162002, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 35, United-States, <=50K
31, Private, 263561, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 2246, 45, United-States, >50K
41, Private, 224799, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
42, Self-emp-not-inc, 89942, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
20, Private, 238685, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
54, Private, 38795, 9th, 5, Separated, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
55, Private, 90414, Bachelors, 13, Married-spouse-absent, Craft-repair, Unmarried, White, Female, 0, 0, 55, Ireland, <=50K
21, Private, 190805, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 32, United-States, <=50K
52, Private, 23780, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 45, United-States, >50K
19, Private, 285263, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 177331, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K
22, Private, 347530, HS-grad, 9, Separated, Other-service, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K
59, Private, 230039, HS-grad, 9, Never-married, Exec-managerial, Unmarried, White, Female, 0, 625, 38, United-States, <=50K
17, ?, 210547, 10th, 6, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
31, Private, 204752, 12th, 8, Never-married, Sales, Own-child, White, Male, 0, 0, 32, United-States, <=50K
74, Self-emp-not-inc, 104001, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
45, Private, 253116, 10th, 6, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
36, Private, 169037, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
35, Self-emp-inc, 202027, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
45, Private, 170099, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
42, Self-emp-not-inc, 212847, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 85, United-States, <=50K
50, State-gov, 307392, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
39, Private, 233428, HS-grad, 9, Divorced, Exec-managerial, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
44, Private, 355728, Some-college, 10, Separated, Exec-managerial, Not-in-family, White, Male, 0, 1980, 45, England, <=50K
52, Private, 177995, 1st-4th, 2, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 56, Mexico, >50K
24, Private, 283613, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 43, United-States, <=50K
56, Self-emp-inc, 184598, 9th, 5, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 99, United-States, <=50K
27, Private, 185647, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, >50K
47, Self-emp-inc, 192894, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 45, United-States, >50K
40, Self-emp-not-inc, 284706, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male, 0, 1977, 60, United-States, >50K
38, Private, 179579, HS-grad, 9, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
27, Private, 131679, Assoc-voc, 11, Divorced, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
52, Private, 132973, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 38, United-States, <=50K
22, Private, 154713, HS-grad, 9, Divorced, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K
41, Private, 121718, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Italy, <=50K
30, Private, 255279, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 20, United-States, <=50K
55, Private, 202559, Bachelors, 13, Married-civ-spouse, Other-service, Other-relative, Asian-Pac-Islander, Male, 0, 0, 35, Philippines, <=50K
25, Private, 123095, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 1590, 40, United-States, <=50K
32, Private, 153326, Bachelors, 13, Married-civ-spouse, Prof-specialty, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
28, Private, 75695, Some-college, 10, Separated, Other-service, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K
33, Self-emp-inc, 206609, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K
17, Private, 234780, HS-grad, 9, Never-married, Farming-fishing, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
27, Private, 178778, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
55, Private, 171355, Assoc-voc, 11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 20, United-States, <=50K
63, Federal-gov, 95680, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 18, United-States, >50K
39, Private, 196673, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 5013, 0, 40, United-States, <=50K
51, Federal-gov, 73670, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 4386, 0, 52, United-States, >50K
67, Self-emp-not-inc, 139960, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
41, Self-emp-inc, 397280, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 72, ?, <=50K
27, Private, 60374, HS-grad, 9, Widowed, Craft-repair, Unmarried, White, Female, 0, 1594, 26, United-States, <=50K
54, Private, 421561, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
59, Private, 245196, 10th, 6, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, >50K
18, Private, 27620, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
19, Private, 187570, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 20, United-States, <=50K
31, Private, 102884, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, <=50K
17, Private, 228399, 11th, 7, Never-married, Other-service, Own-child, White, Female, 0, 0, 7, United-States, <=50K
42, Private, 340234, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male, 15024, 0, 40, United-States, >50K
37, Private, 176293, Some-college, 10, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
51, Local-gov, 108435, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
48, Private, 161187, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 2463, 0, 40, United-States, <=50K
23, Private, 278391, HS-grad, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K
27, Private, 157941, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K
25, Private, 182866, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
69, Private, 370888, Assoc-acdm, 12, Divorced, Adm-clerical, Not-in-family, White, Female, 2964, 0, 6, Germany, <=50K
30, Private, 206512, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 44, United-States, <=50K
33, Private, 357954, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 35, India, <=50K
28, Private, 189346, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 48, United-States, <=50K
45, Private, 234652, 5th-6th, 3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Mexico, <=50K
25, Private, 113436, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 15, United-States, <=50K
37, Private, 204145, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K
59, Private, 157305, Preschool, 1, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, Dominican-Republic, <=50K
26, Private, 104045, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 30, United-States, <=50K
48, Private, 280422, Some-college, 10, Separated, Other-service, Not-in-family, White, Female, 0, 0, 25, Peru, <=50K
64, Federal-gov, 173754, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 211154, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 50, United-States, <=50K
24, Private, 321435, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
40, State-gov, 177083, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
46, Private, 178829, Masters, 14, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male, 0, 0, 70, United-States, >50K
35, Federal-gov, 287658, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 40, United-States, >50K
43, Private, 209894, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
31, Private, 334744, HS-grad, 9, Separated, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 306967, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
35, Private, 52187, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
35, Private, 101978, HS-grad, 9, Separated, Transport-moving, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
35, State-gov, 483530, Some-college, 10, Divorced, Tech-support, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
40, Private, 77357, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
50, Private, 149770, Masters, 14, Never-married, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
48, Self-emp-not-inc, 328606, Prof-school, 15, Divorced, Prof-specialty, Unmarried, White, Male, 14084, 0, 63, United-States, >50K
70, ?, 172652, Masters, 14, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 8, United-States, <=50K
46, Private, 188293, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
36, Private, 116608, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, White, Female, 0, 0, 38, United-States, <=50K
37, State-gov, 348960, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 36, United-States, >50K
24, Private, 329530, 9th, 5, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, Mexico, <=50K
47, Local-gov, 93476, Bachelors, 13, Separated, Prof-specialty, Not-in-family, White, Female, 0, 0, 70, United-States, <=50K
35, Self-emp-not-inc, 195744, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
43, Private, 125833, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Vietnam, <=50K
18, State-gov, 191117, 11th, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K
54, Private, 311020, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 50, United-States, <=50K
62, Private, 210464, HS-grad, 9, Never-married, Other-service, Other-relative, Black, Female, 0, 0, 38, United-States, <=50K
36, Private, 135289, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, >50K
27, Private, 156266, 9th, 5, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
23, Private, 154210, Some-college, 10, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Male, 0, 0, 14, Puerto-Rico, <=50K
61, ?, 160625, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 4386, 0, 15, United-States, >50K
39, Self-emp-not-inc, 331481, Bachelors, 13, Divorced, Craft-repair, Not-in-family, Black, Male, 0, 1669, 60, ?, <=50K
33, Self-emp-not-inc, 249249, 5th-6th, 3, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
28, Private, 261725, 1st-4th, 2, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, Mexico, <=50K
22, Private, 239612, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 20, United-States, <=50K
31, Self-emp-not-inc, 226696, Assoc-voc, 11, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, >50K
26, Private, 190330, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
44, Private, 193755, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
73, Private, 192740, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 30, United-States, <=50K
44, Private, 201924, Bachelors, 13, Divorced, Sales, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
35, Private, 77146, Assoc-voc, 11, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
33, Private, 126414, Bachelors, 13, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, ?, <=50K
27, Private, 43652, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
47, Federal-gov, 227244, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 50, United-States, >50K
29, Private, 160731, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, >50K
33, Private, 287878, Some-college, 10, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 26, United-States, <=50K
50, Private, 166758, Some-college, 10, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K
32, Private, 183811, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 2829, 0, 40, United-States, <=50K
41, Self-emp-not-inc, 254818, Masters, 14, Divorced, Handlers-cleaners, Unmarried, White, Male, 0, 0, 40, Peru, <=50K
19, ?, 220517, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 35, United-States, <=50K
45, Private, 295046, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
65, Private, 190568, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 810, 36, United-States, <=50K
42, State-gov, 211915, Some-college, 10, Separated, Tech-support, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
33, Self-emp-not-inc, 295621, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 25, United-States, >50K
32, Private, 204567, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 99999, 0, 60, United-States, >50K
42, Private, 204235, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
